1745939150.1141086,40491162
1745939152.2371027,66716348
1745939154.3590777,66063791
1745939156.4633605,49733778
1745939158.580712,63985029
1745939160.6887274,60405753
1745939162.8052623,56075688
1745939164.9191575,50503554
1745939167.0387719,64349561
1745939169.1587203,52162562
1745939171.2587926,59322587
1745939173.3822625,55574730
1745939175.4969027,84442372
1745939177.6060753,63837402
1745939179.7067873,56134384
1745939181.823992,57834513
1745939183.942656,62788056
1745939186.0502348,56988583
1745939188.161824,62661213
1745939190.2782283,55848308
1745939192.3988075,56219673
1745939194.517292,55622445
1745939196.6366043,53753223
1745939198.7561975,53340874
1745939200.8736107,54577892
1745939202.9997299,53528152
1745939205.1177855,51986985
1745939207.2376728,54053171
1745939209.3538527,52598921
1745939211.471958,54502569
1745939213.5922904,52007609
1745939215.7079563,53173684
1745939217.8284905,51174557
1745939219.9474394,52036220
1745939222.06625,57520123
1745939224.1880612,51843225
1745939226.3074033,54525160
1745939228.42818,51913404
1745939230.5496075,52079707
1745939232.656862,52183034
1745939234.774698,51645572
1745939236.8935335,51764079
1745939239.014597,52360534
1745939241.130927,53818713
1745939243.2511683,52179690
1745939245.37135,51718873
1745939247.4808655,52366285
1745939249.6075587,51793426
1745939251.7309587,51763662
1745939253.8504875,53336593
1745939255.9702866,53145322
1745939258.0925155,54697749
1745939260.2147295,52305014
1745939262.3335197,56300860
1745939264.4565651,51459449
1745939266.5758786,51743831
1745939268.6968076,51824059
1745939270.8129394,51588343
1745939272.9304128,52050738
1745939275.032298,51777386
1745939277.151499,51866823
1745939279.2664666,54984524
1745939281.388065,54951296
1745939283.5063121,55321746
1745939285.6222692,52735021
1745939287.7335496,53350970
1745939289.8498747,56548542
1745939291.9671135,52723532
1745939294.0849237,51473939
1745939296.204916,52085568
1745939298.3095531,52068890
1745939300.428107,51743243
1745939302.5490825,53184903
1745939304.6646287,52549465
1745939306.76855,52088455
1745939308.883771,52874880
1745939311.0026073,51671856
1745939313.1206286,51809088
1745939315.235339,51501349
1745939317.3590572,52583596
1745939319.4778101,51853562
1745939321.5924242,53416973
1745939323.6940613,52703433
1745939325.8135726,53513801
1745939327.9307315,53186631
1745939330.0436804,62958067
1745939332.1433,57187175
1745939334.2598577,56215005
1745939336.377947,51811215
1745939338.4942384,53361329
1745939340.5970871,55342623
1745939342.7015328,51839769
1745939344.8007033,58333485
1745939346.9058647,50834424
1745939349.0210562,51652920
1745939351.1282496,51958443
1745939353.2468095,52149871
1745939355.3758907,55918894
1745939357.499342,51419686
1745939359.6135156,51995626
1745939361.7309504,52860019
1745939363.834754,52575611
1745939365.9541314,53037252
1745939368.053647,51996333
1745939370.16998,53514947
1745939372.2893846,52091277
1745939374.3970423,54046097
1745939376.496591,53055182
1745939378.6119,52513669
1745939380.7307637,52093450
1745939382.8454084,52219074
1745939384.964809,53315161
1745939387.0795403,56445526
1745939389.1769283,65260349
1745939391.2949924,52224273
1745939393.4150784,51800798
1745939395.5326383,51574763
1745939397.650366,51531392
1745939399.7539551,51806415
1745939401.870913,51162246
1745939403.9849744,51549440
1745939406.1006396,52149390
1745939408.219377,51994532
1745939410.3460398,57109371
1745939412.4657393,52235602
1745939414.5867765,53304275
1745939416.7077487,52156266
1745939418.8232288,53672584
1745939420.9415503,54223278
1745939423.040607,52512574
1745939425.1601746,52521776
1745939427.2786727,52360270
1745939429.3838093,52402478
1745939431.5013826,52266936
1745939433.6189175,51694954
1745939435.7352903,51296118
1745939437.8515313,51555758
1745939439.951185,51554669
1745939442.0511997,52295628
1745939444.1683123,51550356
1745939446.283635,52956535
1745939448.3988206,52190072
1745939450.5169,55498799
1745939452.6336012,51956164
1745939454.747012,51694041
1745939456.8622375,52513746
1745939458.985766,52482100
1745939461.1017122,49046728
1745939463.2202113,45227010
1745939465.3434937,53903518
1745939467.4620328,64549652
1745939469.5657003,60634150
1745939471.6765668,76039469
1745939473.7990754,53772928
1745939475.9248514,60065616
1745939478.0236187,57313067
1745939480.142289,56287182
1745939482.261547,54399540
1745939484.3811445,54058434
1745939486.4997182,54872295
1745939488.6178493,52081180
1745939490.7328658,52044270
1745939492.8464944,59765866
1745939494.9631512,66412383
1745939497.0799706,54453594
1745939499.195225,56839240
1745939501.3155546,54267955
1745939503.4390783,62797421
1745939505.5554252,54847136
1745939507.6749635,52577080
1745939509.790891,51842346
1745939511.9073918,51258719
1745939514.026554,58042608
1745939516.1421463,55660348
1745939518.2608788,51625198
1745939520.3809285,51624022
1745939522.4986877,51657235
1745939524.6191256,51846302
1745939526.7363641,51349316
1745939528.8536434,52469893
1745939530.9516459,52166143
1745939533.0540075,52479274
1745939535.1747806,51730742
1745939537.2906399,57683343
1745939539.4129257,57194870
1745939541.5275095,58885342
1745939543.6435921,53765836
1745939545.7599554,52839059
1745939547.877201,52342840
1745939549.9937916,53809932
1745939552.1123908,53139498
1745939554.2317634,52836940
1745939556.3483012,51977527
1745939558.4648435,51239558
1745939560.5842507,51129385
1745939562.7007709,50960927
1745939564.7991896,51338702
1745939566.91749,51381930
1745939569.0353465,51928343
1745939571.1540709,51634549
1745939573.2690187,51917010
1745939575.3873413,51148413
1745939577.5043488,51604203
1745939579.6210444,51648843
1745939581.7362149,51891489
1745939583.8612902,52066100
1745939585.9847832,57835950
1745939588.1019106,55933316
1745939590.198521,51252774
1745939592.3150263,52037327
1745939594.433968,57502862
1745939596.5543556,51619182
1745939598.6728694,51319710
1745939600.786528,51704494
1745939602.9058368,51952282
1745939605.0039337,55302234
1745939607.1175997,55274005
1745939609.2317364,52072964
1745939611.3485534,52239003
1745939613.4649248,53243534
1745939615.5825222,55124966
1745939617.7008908,54244844
1745939619.818551,51821163
1745939621.937946,51492015
1745939624.0573354,54044743
1745939626.1757874,66969144
1745939628.294604,55700213
1745939630.4163477,52181611
1745939632.5332587,52279063
1745939634.649595,52219387
1745939636.7496583,51739008
1745939638.8671327,51580475
1745939640.9771178,52101948
1745939643.0932574,51928322
1745939645.2113419,51597852
1745939647.3363373,52116814
1745939649.4356325,52334080
1745939651.5559793,51280855
1745939653.6671152,52355822
1745939655.778589,52814726
1745939657.8855085,59142879
1745939660.0073578,55797744
1745939662.1262312,51791089
1745939664.2437203,52264740
1745939666.3582036,52523897
1745939668.4648018,52689317
1745939670.5827498,51533828
1745939672.7002828,52279658
1745939674.8236089,58415357
1745939676.9400885,52439740
1745939679.0577447,52011746
1745939681.1715608,51806001
1745939683.288062,51941719
1745939685.4025884,51462778
1745939687.5126565,52132084
1745939689.6343455,51802828
1745939691.7601464,51166368
1745939693.877086,51624545
1745939695.993639,54354739
1745939698.112869,51541803
1745939700.2270782,51950186
1745939702.3453786,54171777
1745939704.4598749,56155017
1745939706.5807874,53300774
1745939708.6966865,53817487
1745939710.8151906,54163516
1745939712.9337387,52632536
1745939715.0503716,53100816
1745939717.1648705,51909735
1745939719.2816777,52376494
1745939721.3812091,51769455
1745939723.4958239,56811924
1745939725.612308,55691900
1745939727.7099996,59224591
1745939729.827447,54415884
1745939731.938208,61194512
1745939734.056627,51986581
1745939736.161936,52187410
1745939738.2764897,52504437
1745939740.3902483,52580351
1745939742.4996119,58937109
1745939744.6157575,54028075
1745939746.7329986,55826927
1745939748.850051,51810141
1745939750.9688606,51907260
1745939753.0886343,51908973
1745939755.2031722,52020690
1745939757.3195472,52042675
1745939759.4345455,61616848
1745939761.5526538,58519389
1745939763.67078,51846948
1745939765.784881,51693480
1745939767.903089,51753015
1745939770.005954,52673209
1745939772.1185737,52006357
1745939774.235605,52483797
1745939776.3560963,52270824
1745939778.4722593,52774680
1745939780.5870607,52278510
1745939782.7029657,59602242
1745939784.7943718,60806380
1745939786.9087427,55865013
1745939789.0240371,51881843
1745939791.136737,51743318
1745939793.2408307,51598628
1745939795.3545475,57289903
1745939797.4720685,51923837
1745939799.5899203,51071862
1745939801.7130508,52103221
1745939803.83113,52082672
1745939805.9503603,51811899
1745939808.0499616,52048228
1745939810.1666758,52025095
1745939812.2818437,50891836
1745939814.3951156,51476569
1745939816.5128043,53965016
1745939818.629801,51318046
1745939820.7443137,55700033
1745939822.8660917,59072404
1745939824.9913075,59563121
1745939827.091131,56918072
1745939829.2092223,52015244
1745939831.3295846,51474862
1745939833.4462883,54261287
1745939835.566341,53039285
1745939837.6831737,51129713
1745939839.7999625,51432223
1745939841.9178936,52069818
1745939844.0356421,50920321
1745939846.1517751,51654882
1745939848.2651381,58349598
1745939850.3758852,64361923
1745939852.4928203,55829092
1745939854.6117122,53633971
1745939856.7281737,54624080
1745939858.8470798,52015751
1745939860.9608514,61202733
1745939863.0768733,52894254
1745939865.1976092,52610397
1745939867.3291714,53482337
1745939869.4456685,55684386
1745939871.5657086,61649848
1745939873.684197,52953848
1745939875.7909894,59695890
1745939877.8950107,53688460
1745939880.0190482,53246167
1745939882.1388624,51968980
1745939884.25686,54030426
1745939886.3563142,52818935
1745939888.4736092,60887154
1745939890.570384,55599283
1745939892.6855683,56565393
1745939894.8008358,52838308
1745939896.9171197,53239506
1745939899.033729,51999459
1745939901.1507485,51888963
1745939903.2681537,51805016
1745939905.3977618,51840329
1745939907.5237603,51555497
1745939909.6416085,51822143
1745939911.7553146,55777814
1745939913.8718204,54095129
1745939915.9898598,51483360
1745939918.1097732,51447269
1745939920.2256925,52355853
1745939922.3501384,53845649
1745939924.4629455,57523831
1745939926.5804667,52007990
1745939928.6992257,54145690
1745939930.8155706,51665150
1745939932.9319122,53210375
1745939935.0473673,52662903
1745939937.1649864,52096822
1745939939.2814622,52707424
1745939941.4076724,52716648
1745939943.5117795,52783387
1745939945.6266274,53022120
1745939947.7454734,57759374
1745939949.8595989,61158760
1745939951.9775648,51851687
1745939954.0887482,56957785
1745939956.2048967,51565735
1745939958.3243866,51638168
1745939960.4465172,52263625
1745939962.5459101,55355033
1745939964.6622462,53945284
1745939966.7642725,52464430
1745939968.8701773,54418466
1745939970.9896073,52152833
1745939973.1014953,52949111
1745939975.2153509,59081386
1745939977.3178422,55059614
1745939979.4310818,55733512
1745939981.5496862,52084247
1745939983.666271,51286587
1745939985.7925918,51332849
1745939987.900731,52954325
1745939990.0197039,51359609
1745939992.133845,53968899
1745939994.2464252,56459264
1745939996.3650854,62380168
1745939998.4808815,51698025
1745940000.588292,52169980
1745940002.689581,53530988
1745940004.8041198,50689352
1745940006.9212558,51842854
1745940009.0218892,51604864
1745940011.1376064,51955782
1745940013.2530317,51479825
1745940015.3671496,51218077
1745940017.4845483,50855251
1745940019.6015468,52986042
1745940021.7141495,52116762
1745940023.8326683,51677597
1745940025.946139,59312404
